ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,92.1,93.4,93.6,IP55,200 L (foot),No,,37.0,Yes - 2006 MEPS Level,both,,E2-ASA-200Lb-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121410,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,92.9,93.7,93.5,IP55,225 M (foot),No,,45.0,Yes - 2006 MEPS Level,75,,E2-ASA-225M-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121411,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,93.1,94.0,94.1,IP55,225 M (foot),No,,45.0,Yes - 2006 MEPS Level,both,,E2-ASA-225M-4,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121412,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,93.4,94.2,94.0,IP55,250 M (foot),No,,55.0,Yes - 2006 MEPS Level,both,,E2-ASA-250M-2,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121413,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,93.8,94.4,94.3,IP55,250 M (foot),No,,55.0,Yes - 2006 MEPS Level,both,,E2-ASA-250M-4,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121414,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,94.2,94.9,94.9,IP55,280 S (foot),No,,75.0,Yes - 2006 MEPS Level,both,,E2-ASA-280S-2,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121415,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,94.1,94.7,94.9,IP55,280 S (foot),No,,75.0,Yes - 2006 MEPS Level,both,,E2-ASA-280S-4,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121416,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,90.0,91.5,92.0,IP66,160 L (foot),No,,15.0,Yes - 2006 MEPS Level,100,,YSS-160L-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121418,Approved,,"400,415,690,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.31,89.82,92.16,IP55,160 L (foot),No,,15.0,Yes - 2006 MEPS Level,100,,YBX3-160L-4-15kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121419,Approved,,"380,415,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.7,90.21,92.55,IP55,160 L (foot),No,,18.5,Yes - 2006 MEPS Level,100,,YBX3-160L-2-18.5kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121420,Approved,,"380,415,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,GRUNDFOS,"Taiwan,China,Hungary",85.2,86.3,85.7,IP55,90 S (foot),Yes - 2018 High Efficiency Level,both,1.5,,,,MG90SD2,,"B3,B5,B14,B34,B35,V1,V18",IEC 60034-2-1 (Edition 2.0),2-1-1B,2,"Australia,Fiji,New Zealand",121428,Approved,,"200,220,230,240,380,400,415,440,460,480,550,690,660",,2024-08-14,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,91.95,93.69,93.45,IP55,200 L (foot),No,,37.0,Yes - 2006 MEPS Level,both,,Y2HE-200L2-2,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121439,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,91.0,92.7,92.8,IP55,180 L (foot),No,,22.0,Yes - 2006 MEPS Level,both,,E2-ASA-180L-4,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121441,Approved,,"400,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,90.8,92.4,92.5,IP55,180 M (foot),No,,22.0,Yes - 2006 MEPS Level,both,,E2-ASA-180M-2,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121442,Approved,,"400,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,Thailand,84.9,86.8,86.9,IP44,100 L (foot),Yes - 2005 High Efficiency Level,both,1.5,Yes - 2006 MEPS Level,both,,VTFO-LK (1.5kW),,"B5,V31",IEEE 112-B(USA),A,6,"Australia,Fiji,New Zealand",121443,Approved,,"230,415",,2024-05-10,,Single product class,Available,http://www.hitachi-hitt.com/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,83.4,85.4,85.8,IP55,90 L (foot),No,,1.5,Yes - 2006 MEPS Level,both,,E2-ASA-90L-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121444,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,Thailand,81.3,84.9,85.8,IP44,90 L (foot),Yes - 2005 High Efficiency Level,both,1.1,Yes - 2006 MEPS Level,both,,VTFO-LK (1.1kW),,B5,IEEE 112-B(USA),A,4,"Australia,Fiji,New Zealand",121446,Approved,,"200,415",,2024-05-10,,Single product class,Available,http://www.hitachi-hitt.com/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,Thailand,86.7,88.4,88.6,IP44,112 L (foot),Yes - 2005 High Efficiency Level,both,2.2,Yes - 2006 MEPS Level,both,,VTFO-LK (2.2kW),,B5,IEEE 112-B(USA),A,6,"Australia,Fiji,New Zealand",121447,Approved,,415,,2024-05-10,,Single product class,Available,http://www.hitachi-hitt.com/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,83.7,87.0,85.7,IP55,100 L (foot),No,,3.0,Yes - 2006 MEPS Level,75,,E2-ASA-100La-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121457,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,83.5,86.7,86.1,IP55,100 L (foot),No,,2.2,Yes - 2006 MEPS Level,75,,E2-ASA-100La-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121459,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,85.7,88.0,87.7,IP55,100 L (foot),No,,3.0,Yes - 2006 MEPS Level,both,,E2-ASA-100Lb-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121460,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Rwanda,85.4,87.4,87.7,IP55,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,100,,E2-ASA-112Ma-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121462,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,88.0,88.7,87.8,IP55,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,75,,E2-ASA-112Mb-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121463,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,86.0,88.3,88.6,IP55,132 S (foot),No,,5.5,Yes - 2006 MEPS Level,100,,E2-ASA-132Sa-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121465,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,87.5,89.8,90.1,IP55,132 S (foot),No,,7.5,Yes - 2006 MEPS Level,both,,E2-ASA-132Sb-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121466,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,88.4,89.0,89.4,IP55,132 S (foot),No,,5.5,Yes - 2006 MEPS Level,100,,E2-ASA-132Sb-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121467,Approved,,"400,415,690,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,76.6,80.0,80.8,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,100,,E2-ASA-80a-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121473,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,78.3,81.7,82.5,IP55,80 M (foot),No,,1.1,Yes - 2006 MEPS Level,100,,E2-ASA-80b-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121474,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,78.8,81.5,82.8,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,100,,E2-ASA-80b-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121475,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,78.85,86.36,88.5,IP55,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,100,,YB2-112M-4-4kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121488,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,79.96,87.17,89.84,IP55,132 S (foot),No,,5.5,Yes - 2006 MEPS Level,100,,YB2-132S-4-5.5kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121493,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,China,92.96,93.83,93.57,IP44,200 L (foot),No,,37.0,Yes - 2006 MEPS Level,100,,"F200L-4;1350;F1;EFF1,400,50,D67",,B3,IEEE 112-B(USA),A,4,"Australia,Fiji,New Zealand",121494,Approved,,415,,2024-05-13,,Single product class,Available,,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,China,91.66,92.84,92.43,IP44,180 L (foot),No,,22.0,Yes - 2006 MEPS Level,100,,"F180L-4;1350;F1;EFF1,400,50,D66",,B3,IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121495,Approved,,415,,2024-05-13,,Single product class,Available,http://www.hitachi-ies.co.jp/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,84.4,86.5,86.7,IP66,100 L (foot),No,,2.2,Yes - 2006 MEPS Level,both,,YSS-100L1-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121502,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,86.0,86.5,87.1,IP55,100 L (foot),No,,3.0,Yes - 2006 MEPS Level,100,,YSS-100L-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121503,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.0,83.0,82.5,IP66,100 L (foot),No,,1.1,Yes - 2006 MEPS Level,both,,YSS-100L-6,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,6,"Australia,Fiji,New Zealand",121504,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,Thailand,88.2,88.6,87.9,IP44,112 M (foot),No,,3.7,Yes - 2006 MEPS Level,100,,TFO-HK,,B3,IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121511,Approved,24.4,415,36.5,2024-05-13,,Single product class,Available,http://www.hitachi-hitt.com/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Hitachi,Thailand,86.3,87.5,87.2,IP44,100 L (foot),No,,2.2,Yes - 2006 MEPS Level,100,,TFO-HK,,B3,IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121513,Approved,14.4,415,27.5,2024-05-13,,Single product class,Available,http://www.hitachi-hitt.com/,http://www.hitachi.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,92.08,93.17,93.32,IP55,200 L (foot),No,,30.0,Yes - 2006 MEPS Level,both,,YB2-200L1-2-30kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121514,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,93.09,94.07,94.39,IP55,225 M (foot),No,,45.0,Yes - 2006 MEPS Level,both,,YB2-225M-2-45kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121516,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,92.64,94.0,94.47,IP55,250 M (foot),No,,55.0,Yes - 2006 MEPS Level,both,,YB2-250M-2-55kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121517,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,93.92,95.12,95.36,IP55,280 M (foot),No,,90.0,Yes - 2006 MEPS Level,both,,YB2-280M-2-90kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121518,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,93.67,94.88,95.15,IP55,280 S (foot),No,,75.0,Yes - 2006 MEPS Level,both,,YB2-280S-2-75kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121519,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,75.7,80.2,81.1,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,both,,MSE3-801-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",121522,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,81.7,83.9,84.1,IP55,80 M (foot),No,,1.1,Yes - 2006 MEPS Level,both,,MSE3-802-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",121523,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,81.9,84.3,84.4,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,both,,MSE3-802-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121524,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,85.3,86.2,85.4,IP66,80 M (foot),No,,1.1,Yes - 2006 MEPS Level,both,,YSS-80M2-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121525,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,79.4,82.0,82.5,IP66,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,100,,YSS-80M2-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121526,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,92.66,93.24,93.56,IP55,200 L (foot),No,,30.0,Yes - 2006 MEPS Level,both,,YB2-200L-4-30kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121532,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,92.14,94.05,94.44,IP55,225 M (foot),No,,45.0,Yes - 2006 MEPS Level,both,,YB2-225M-4-45kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121536,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,92.69,94.25,94.56,IP55,250 M (foot),No,,55.0,Yes - 2006 MEPS Level,both,,YB2-250M-4-55kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121538,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,94.08,94.86,95.37,IP55,280 M (foot),No,,90.0,Yes - 2006 MEPS Level,100,,YB2-280M-4-90kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121539,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,93.19,94.22,95.08,IP55,280 S (foot),No,,75.0,Yes - 2006 MEPS Level,100,,YB2-280S-4-75kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121540,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,78.5,82.0,83.9,IP66,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,100,,YSS-80M2-4-TENV,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121544,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,85.0,86.5,87.7,IP66,100 L (foot),No,,3.0,Yes - 2006 MEPS Level,100,,YSS-100L2-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121545,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,86.4,87.5,88.1,IP66,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,100,,YSS-112M-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121546,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,87.2,88.2,88.6,IP66,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,100,,YSS-112M-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121547,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.2,85.8,85.3,IP55,90 L (foot),No,,2.2,Yes - 2006 MEPS Level,75,,E2-ASA-90L-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121561,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,84.5,86.3,86.3,IP66,90 L (foot),No,,1.5,Yes - 2006 MEPS Level,both,,YSS-90L-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121562,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,85.1,86.7,86.7,IP66,90 L (foot),No,,1.5,Yes - 2006 MEPS Level,both,,YSS-90L-4-TENV,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121563,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.1,85.8,84.1,IP66,90 L (foot),No,,1.1,Yes - 2006 MEPS Level,both,,YSS-90L-6,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,6,"Australia,Fiji,New Zealand",121564,Approved,,"230,240,400,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,88.2,89.5,90.5,IP66,132 S (foot),No,,7.5,Yes - 2006 MEPS Level,both,,YSS-132S-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121565,Approved,,"240,415",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
